20201220301263511361 	,                    	,2020-12-20 03:28:11 ,                    ,2020-12-20 03:28:11 ,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2020.12.19-收益发放 ,0.06    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2020121922001473361456708162	,62126600004822000020201219110113230166211428184659	,2020-12-19 15:25:50 ,2020-12-19 15:25:51 ,2021-12-19 15:26:02 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,无锡流韵坊美容美发有限公司橡树湾店01,其他综合零售              ,500.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020121922001473361456728454	,210_202012197091601201568226	,2020-12-19 12:39:03 ,2020-12-19 12:39:03 ,2022-06-20 12:40:02 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-秦师傅-12月18日行程   ,104.01  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020121922001473361456086898	,16083403927302454973364	,2020-12-19 09:13:13 ,2020-12-19 09:13:17 ,2021-12-19 09:14:04 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,善品源包典           ,商品                  ,15.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20201219394599620361 	,                    	,2020-12-19 03:18:30 ,                    ,2020-12-19 03:18:30 ,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2020.12.18-收益发放 ,0.06    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20201218388741285361 	,                    	,2020-12-18 03:06:31 ,                    ,2020-12-18 03:06:31 ,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2020.12.17-收益发放 ,0.06    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20201217382390168361 	,                    	,2020-12-17 03:04:25 ,                    ,2020-12-17 03:04:25 ,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2020.12.16-收益发放 ,0.07    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2020121622001473361453792933	,12012160073022280362	,2020-12-16 23:34:52 ,2020-12-16 23:34:53 ,2021-12-16 23:35:02 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,抖店平台商户          ,小店-订单编号4741806214486854734,69.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020121622001473361453160985	,380_202012167084471601896789	,2020-12-16 07:18:49 ,2020-12-16 07:18:50 ,2021-12-16 07:19:02 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,赛可出行            ,享道服务                ,8.26    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20201216375002296361 	,                    	,2020-12-16 03:11:37 ,                    ,2020-12-16 03:11:37 ,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2020.12.15-收益发放 ,0.07    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20201215367664459361 	,                    	,2020-12-15 03:08:12 ,                    ,2020-12-15 03:08:12 ,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2020.12.14-收益发放 ,0.06    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2020121422001473361451916706	,02502020121418303811144472081458	,2020-12-14 18:30:21 ,2020-12-14 18:30:22 ,2022-06-15 18:31:03 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国移动            ,江苏移动话费充值-订单编号:1989527087735759,199.60  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020121422001473361452311510	,02502020121418300311144472080842	,2020-12-14 18:29:47 ,2020-12-14 18:29:48 ,2022-06-15 18:30:03 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国移动            ,江苏移动话费充值-订单编号:1989527087732230,99.71   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20201213583032123605 	,202012131100300701440650018478	,2020-12-14 14:23:44 ,2020-12-14 14:23:44 ,2020-12-13 11:17:35 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,蚂蚁会员（北京）网络技术服务有限公司,相互宝分摊-12月第1期-*刚     ,4.83    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20201214001080012204360082733720	,                    	,2020-12-14 10:12:42 ,                    ,2020-12-14 10:12:43 ,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-华宝油气A（QDII-LOF）-买入,50.00   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20201214001080012204360082740447	,                    	,2020-12-14 10:12:32 ,                    ,2020-12-14 10:12:33 ,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-天弘越南市场股票(QDII)A-买入,50.00   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20201214001080012204360082703405	,                    	,2020-12-14 10:12:21 ,                    ,2020-12-14 10:12:22 ,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-华夏恒生ETF联接(QDII)A-买入,100.00  ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20201214001080012204360082604440	,                    	,2020-12-14 09:10:54 ,                    ,2020-12-14 09:10:55 ,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-天弘中证医药100指数A-买入,16.00   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20201214352102794361 	,                    	,2020-12-14 03:28:12 ,                    ,2020-12-14 03:28:12 ,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2020.12.13-收益发放 ,0.08    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2020121322001473365759749208	,981266000048900000W201213112310705803830000	,2020-12-13 11:23:26 ,2020-12-13 11:23:27 ,2021-12-13 11:23:52 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,世纪华联(复地城邦店)     ,窝窝支付_世纪华联(复地城邦店)_0383,10.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020121322001473365759749202	,20201213273319131317	,2020-12-13 11:20:33 ,2020-12-13 11:20:34 ,2021-03-16 11:21:20 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,南京青麦供应链有限公司     ,收银付款                ,29.80   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20201213343528850361 	,                    	,2020-12-13 02:51:13 ,                    ,2020-12-13 02:51:13 ,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2020.12.12-收益发放 ,0.08    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2020121222001473365757755748	,91126600004822000020201212110113230166211414783765	,2020-12-12 16:30:06 ,2020-12-12 16:30:07 ,2021-12-12 16:30:52 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,无锡市万达广场         ,百货商店                ,20.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020121222001473365758309356	,36126600004822000020201212110113230166211414779549	,2020-12-12 16:29:07 ,2020-12-12 16:29:08 ,2021-12-12 16:29:53 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,无锡市万达广场         ,百货商店                ,10.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020121200003001360078159804	,30063909            	,2020-12-12 12:07:42 ,2020-12-12 12:07:50 ,2020-12-12 12:07:53 ,支付宝网站     ,即时到账交易          ,无锡市水务集团有限公司（后付费）,水费-*刚-复地            ,134.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020121222001473365758292695	,351266000048900000W201212105410705252080000	,2020-12-12 10:54:03 ,2020-12-12 10:54:05 ,2021-12-12 10:54:52 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,世纪华联(复地城邦店)     ,窝窝支付_世纪华联(复地城邦店)_5208,1.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20201212334933501361 	,                    	,2020-12-12 03:20:32 ,                    ,2020-12-12 03:20:32 ,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2020.12.11-收益发放 ,0.08    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20201211325614943361 	,                    	,2020-12-11 03:10:41 ,                    ,2020-12-11 03:10:41 ,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2020.12.10-收益发放 ,0.08    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20201210316109296361 	,                    	,2020-12-10 03:15:34 ,                    ,2020-12-10 03:15:34 ,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2020.12.09-收益发放 ,0.08    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20201209001080012204360081575857	,                    	,2020-12-09 14:58:25 ,                    ,2020-12-09 14:58:29 ,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-汇添富中证环境治理指数(LOF)A-买入,200.00  ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20201209001080012204360081567566	,                    	,2020-12-09 14:57:47 ,                    ,2020-12-09 14:57:51 ,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-招商中证全指证券公司-买入  ,200.00  ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20201209304087798361 	,                    	,2020-12-09 03:08:33 ,                    ,2020-12-09 03:08:33 ,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2020.12.08-收益发放 ,0.10    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20201208395017830361 	,                    	,2020-12-08 03:02:29 ,                    ,2020-12-08 03:02:29 ,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2020.12.07-收益发放 ,0.10    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20201207001080012204360080738867	,                    	,2020-12-07 10:13:03 ,                    ,2020-12-07 10:13:04 ,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-华夏恒生ETF联接(QDII)A-买入,100.00  ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20201207001080012204360080742177	,                    	,2020-12-07 10:12:52 ,                    ,2020-12-07 10:12:53 ,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-华宝油气A（QDII-LOF）-买入,50.00   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20201207001080012204360080769805	,                    	,2020-12-07 10:12:42 ,                    ,2020-12-07 10:12:43 ,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-天弘越南市场股票(QDII)A-买入,50.00   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20201207001080012204360080655548	,                    	,2020-12-07 09:10:54 ,                    ,2020-12-07 09:10:55 ,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-天弘中证医药100指数A-买入,16.00   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20201207385565301361 	,                    	,2020-12-07 02:57:32 ,                    ,2020-12-07 02:57:32 ,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2020.12.06-收益发放 ,0.11    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2020120622001473365751054028	,701266000048900000W201206113610706621400000	,2020-12-06 11:36:04 ,2020-12-06 11:36:05 ,2021-12-06 11:36:52 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,世纪华联(复地城邦店)     ,窝窝支付_世纪华联(复地城邦店)_2140,1.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020120622001473365751418497	,16072255615302454973364	,2020-12-06 11:32:42 ,2020-12-06 11:32:49 ,2021-12-06 11:32:52 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,爱邻惠购            ,商品                  ,20.50   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20201206377306090361 	,                    	,2020-12-06 03:35:12 ,                    ,2020-12-06 03:35:12 ,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2020.12.05-收益发放 ,0.11    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2020120522001173365751186532	,T200P1414466244822443326	,2020-12-05 20:37:07 ,2020-12-05 20:37:11 ,2020-12-16 08:15:14 ,淘宝        ,支付宝担保交易         ,若轩旗舰店           ,暗扣按扣高档隐形小号扣子摁扣掀扣衣服纽扣圆形金属子母扣配件,8.54    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020120522001173365751085413	,T200P1415682147492443326	,2020-12-05 19:53:13 ,2020-12-05 19:53:17 ,2020-12-23 02:42:14 ,淘宝        ,支付宝担保交易         ,cleanwrap克林莱旗舰店 ,克林莱韩国越南进口家务手套加长加厚厨房清洁耐用洗碗洗衣服3双,53.35   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020120522001473365750810110	,7895203828152143    	,2020-12-05 13:29:57 ,2020-12-05 13:29:58 ,2021-03-08 13:30:20 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,无锡市悦儿妇婴用品有限公司   ,爱婴室-消费              ,98.90   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020120522001473365750656813	,202012051250025111386490	,2020-12-05 12:50:02 ,2020-12-05 12:50:03 ,2021-03-08 12:50:21 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,鸣记烤鱼(宝龙店)       ,鸣记烤鱼（宝龙店）           ,45.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20201205368431735361 	,                    	,2020-12-05 03:02:31 ,                    ,2020-12-05 03:02:31 ,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2020.12.04-收益发放 ,0.12    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2020120400003001360077039491	,0083687336          	,2020-12-04 05:16:29 ,2020-12-04 05:16:30 ,2020-12-05 04:35:45 ,支付宝网站     ,即时到账交易          ,都昌县供电公司         ,电费(自动缴费)-爷爷         ,28.80   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020120400003001360077040238	,0083581133          	,2020-12-04 05:16:07 ,2020-12-04 05:16:08 ,2020-12-05 04:35:44 ,支付宝网站     ,即时到账交易          ,都昌县供电公司         ,电费(自动缴费)-*嗣禹-三叉港家里  ,207.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20201204359063000361 	,                    	,2020-12-04 02:59:33 ,                    ,2020-12-04 02:59:33 ,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2020.12.03-收益发放 ,0.11    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20201203349421508361 	,                    	,2020-12-03 03:09:11 ,                    ,2020-12-03 03:09:11 ,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2020.12.02-收益发放 ,0.10    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2020120222001473365747142881	,051266000048900000W2012021938106019702480000	,2020-12-02 19:38:48 ,2020-12-02 19:38:53 ,2021-12-02 19:39:52 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,世纪华联(复地城邦店)     ,窝窝支付_世纪华联(复地城邦店)_0248,28.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20201202339781825361 	,                    	,2020-12-02 03:03:40 ,                    ,2020-12-02 03:03:40 ,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2020.12.01-收益发放 ,0.14    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20201201329833122361 	,                    	,2020-12-01 03:11:32 ,                    ,2020-12-01 03:11:32 ,支付宝网站     ,即时到账交易          ,博时基金管理有限公司      ,余额宝-2020.11.30-收益发放 ,0.12    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
20201130001080012204360078948855	,                    	,2020-11-30 10:11:22 ,                    ,2020-11-30 10:11:22 ,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-华夏恒生ETF联接(QDII)A-买入,100.00  ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20201130001080012204360078931892	,                    	,2020-11-30 10:11:12 ,                    ,2020-11-30 10:11:13 ,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-天弘越南市场股票(QDII)A-买入,50.00   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20201130001080012204360078957671	,                    	,2020-11-30 10:11:02 ,                    ,2020-11-30 10:11:03 ,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-华宝油气A（QDII-LOF）-买入,50.00   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
